date,nav,scheme
19-09-2025,5922.13570,Axis_Bluechip
18-09-2025,5921.22440,Axis_Bluechip
17-09-2025,5919.70480,Axis_Bluechip
16-09-2025,5918.11800,Axis_Bluechip
15-09-2025,5916.61100,Axis_Bluechip
12-09-2025,5913.83650,Axis_Bluechip
11-09-2025,5913.29380,Axis_Bluechip
10-09-2025,5912.00410,Axis_Bluechip
09-09-2025,5911.39240,Axis_Bluechip
05-09-2025,5908.56830,Axis_Bluechip
04-09-2025,5907.61230,Axis_Bluechip
03-09-2025,5906.76440,Axis_Bluechip
02-09-2025,5905.98680,Axis_Bluechip
01-09-2025,5905.57180,Axis_Bluechip
29-08-2025,5902.98760,Axis_Bluechip
28-08-2025,5902.40990,Axis_Bluechip
26-08-2025,5900.71070,Axis_Bluechip
25-08-2025,5899.98880,Axis_Bluechip
22-08-2025,5897.23740,Axis_Bluechip
21-08-2025,5896.21470,Axis_Bluechip
20-08-2025,5895.21640,Axis_Bluechip
19-08-2025,5894.27420,Axis_Bluechip
18-08-2025,5892.98960,Axis_Bluechip
14-08-2025,5889.26360,Axis_Bluechip
13-08-2025,5888.12470,Axis_Bluechip
12-08-2025,5887.39080,Axis_Bluechip
11-08-2025,5887.22860,Axis_Bluechip
08-08-2025,5884.84840,Axis_Bluechip
07-08-2025,5884.08370,Axis_Bluechip
06-08-2025,5883.30450,Axis_Bluechip
05-08-2025,5883.44820,Axis_Bluechip
04-08-2025,5882.15890,Axis_Bluechip
01-08-2025,5878.79320,Axis_Bluechip
31-07-2025,5877.51090,Axis_Bluechip
30-07-2025,5876.50920,Axis_Bluechip
29-07-2025,5875.66260,Axis_Bluechip
28-07-2025,5875.10430,Axis_Bluechip
25-07-2025,5872.80520,Axis_Bluechip
24-07-2025,5872.03660,Axis_Bluechip
23-07-2025,5871.18280,Axis_Bluechip
22-07-2025,5869.84170,Axis_Bluechip
21-07-2025,5869.11710,Axis_Bluechip
18-07-2025,5866.49510,Axis_Bluechip
17-07-2025,5865.38530,Axis_Bluechip
16-07-2025,5864.37530,Axis_Bluechip
15-07-2025,5863.62010,Axis_Bluechip
14-07-2025,5862.59080,Axis_Bluechip
11-07-2025,5858.92960,Axis_Bluechip
10-07-2025,5858.47660,Axis_Bluechip
09-07-2025,5857.21640,Axis_Bluechip
08-07-2025,5856.93320,Axis_Bluechip
07-07-2025,5856.29770,Axis_Bluechip
04-07-2025,5853.36060,Axis_Bluechip
03-07-2025,5852.48450,Axis_Bluechip
02-07-2025,5851.09810,Axis_Bluechip
01-07-2025,5847.48100,Axis_Bluechip
30-06-2025,5843.79290,Axis_Bluechip
27-06-2025,5840.55960,Axis_Bluechip
26-06-2025,5839.24530,Axis_Bluechip
25-06-2025,5838.09250,Axis_Bluechip
24-06-2025,5838.48600,Axis_Bluechip
23-06-2025,5837.22670,Axis_Bluechip
20-06-2025,5833.93860,Axis_Bluechip
19-06-2025,5832.83130,Axis_Bluechip
18-06-2025,5831.63210,Axis_Bluechip
17-06-2025,5830.13830,Axis_Bluechip
16-06-2025,5829.32420,Axis_Bluechip
13-06-2025,5826.49690,Axis_Bluechip
12-06-2025,5826.05070,Axis_Bluechip
11-06-2025,5825.44780,Axis_Bluechip
10-06-2025,5827.18910,Axis_Bluechip
09-06-2025,5829.16140,Axis_Bluechip
06-06-2025,5825.19450,Axis_Bluechip
05-06-2025,5816.43010,Axis_Bluechip
04-06-2025,5814.43590,Axis_Bluechip
03-06-2025,5812.57650,Axis_Bluechip
02-06-2025,5810.05600,Axis_Bluechip
30-05-2025,5806.61690,Axis_Bluechip
29-05-2025,5805.63260,Axis_Bluechip
28-05-2025,5803.87990,Axis_Bluechip
27-05-2025,5801.76660,Axis_Bluechip
26-05-2025,5800.45840,Axis_Bluechip
23-05-2025,5797.57830,Axis_Bluechip
22-05-2025,5795.80730,Axis_Bluechip
21-05-2025,5795.40480,Axis_Bluechip
20-05-2025,5793.68940,Axis_Bluechip
19-05-2025,5791.24210,Axis_Bluechip
16-05-2025,5787.48160,Axis_Bluechip
15-05-2025,5784.83170,Axis_Bluechip
14-05-2025,5783.74660,Axis_Bluechip
13-05-2025,5780.04910,Axis_Bluechip
09-05-2025,5773.31560,Axis_Bluechip
08-05-2025,5774.83420,Axis_Bluechip
07-05-2025,5776.01550,Axis_Bluechip
06-05-2025,5774.99720,Axis_Bluechip
05-05-2025,5773.12110,Axis_Bluechip
02-05-2025,5769.73620,Axis_Bluechip
30-04-2025,5767.17520,Axis_Bluechip
29-04-2025,5766.65460,Axis_Bluechip
28-04-2025,5765.50120,Axis_Bluechip
25-04-2025,5762.43560,Axis_Bluechip
24-04-2025,5762.46550,Axis_Bluechip
23-04-2025,5760.65990,Axis_Bluechip
22-04-2025,5759.38880,Axis_Bluechip
21-04-2025,5758.00830,Axis_Bluechip
17-04-2025,5751.95980,Axis_Bluechip
16-04-2025,5750.25120,Axis_Bluechip
15-04-2025,5749.07050,Axis_Bluechip
11-04-2025,5744.56950,Axis_Bluechip
09-04-2025,5740.70710,Axis_Bluechip
08-04-2025,5736.68820,Axis_Bluechip
07-04-2025,5735.19370,Axis_Bluechip
04-04-2025,5732.12200,Axis_Bluechip
03-04-2025,5730.54440,Axis_Bluechip
02-04-2025,5726.32440,Axis_Bluechip
31-03-2025,5716.82400,Axis_Bluechip
28-03-2025,5713.76970,Axis_Bluechip
27-03-2025,5705.15330,Axis_Bluechip
26-03-2025,5704.23650,Axis_Bluechip
25-03-2025,5701.16310,Axis_Bluechip
24-03-2025,5700.18570,Axis_Bluechip
21-03-2025,5693.88510,Axis_Bluechip
20-03-2025,5689.69400,Axis_Bluechip
19-03-2025,5687.35310,Axis_Bluechip
18-03-2025,5685.30430,Axis_Bluechip
17-03-2025,5683.81450,Axis_Bluechip
13-03-2025,5679.10860,Axis_Bluechip
12-03-2025,5677.26150,Axis_Bluechip
11-03-2025,5676.14320,Axis_Bluechip
10-03-2025,5675.26140,Axis_Bluechip
07-03-2025,5671.50000,Axis_Bluechip
06-03-2025,5670.70570,Axis_Bluechip
05-03-2025,5669.84210,Axis_Bluechip
04-03-2025,5669.51530,Axis_Bluechip
03-03-2025,5668.83600,Axis_Bluechip
28-02-2025,5666.30390,Axis_Bluechip
27-02-2025,5665.50350,Axis_Bluechip
25-02-2025,5663.40850,Axis_Bluechip
24-02-2025,5662.80360,Axis_Bluechip
21-02-2025,5658.52600,Axis_Bluechip
20-02-2025,5657.28670,Axis_Bluechip
18-02-2025,5655.06070,Axis_Bluechip
17-02-2025,5654.11890,Axis_Bluechip
14-02-2025,5651.07460,Axis_Bluechip
13-02-2025,5650.16590,Axis_Bluechip
12-02-2025,5648.48140,Axis_Bluechip
11-02-2025,5647.27140,Axis_Bluechip
10-02-2025,5646.02200,Axis_Bluechip
07-02-2025,5644.18500,Axis_Bluechip
06-02-2025,5644.14490,Axis_Bluechip
05-02-2025,5641.29290,Axis_Bluechip
04-02-2025,5639.54930,Axis_Bluechip
03-02-2025,5638.03740,Axis_Bluechip
31-01-2025,5634.87330,Axis_Bluechip
30-01-2025,5633.66020,Axis_Bluechip
29-01-2025,5632.26320,Axis_Bluechip
28-01-2025,5630.41840,Axis_Bluechip
27-01-2025,5629.01010,Axis_Bluechip
24-01-2025,5625.52810,Axis_Bluechip
23-01-2025,5624.52550,Axis_Bluechip
22-01-2025,5623.65680,Axis_Bluechip
21-01-2025,5622.95410,Axis_Bluechip
20-01-2025,5621.84680,Axis_Bluechip
17-01-2025,5618.58400,Axis_Bluechip
16-01-2025,5617.32900,Axis_Bluechip
15-01-2025,5615.65090,Axis_Bluechip
14-01-2025,5613.98760,Axis_Bluechip
13-01-2025,5613.12640,Axis_Bluechip
10-01-2025,5610.30630,Axis_Bluechip
09-01-2025,5608.91310,Axis_Bluechip
08-01-2025,5608.67130,Axis_Bluechip
07-01-2025,5608.33640,Axis_Bluechip
06-01-2025,5607.51870,Axis_Bluechip
03-01-2025,5604.37240,Axis_Bluechip
02-01-2025,5603.54530,Axis_Bluechip
01-01-2025,5602.05940,Axis_Bluechip
31-12-2024,5600.57710,Axis_Bluechip
30-12-2024,5597.33840,Axis_Bluechip
27-12-2024,5594.09510,Axis_Bluechip
26-12-2024,5592.92440,Axis_Bluechip
24-12-2024,5590.94350,Axis_Bluechip
23-12-2024,5590.44710,Axis_Bluechip
20-12-2024,5588.07200,Axis_Bluechip
19-12-2024,5587.01000,Axis_Bluechip
18-12-2024,5586.41790,Axis_Bluechip
17-12-2024,5585.57200,Axis_Bluechip
16-12-2024,5584.46710,Axis_Bluechip
13-12-2024,5580.92320,Axis_Bluechip
12-12-2024,5580.66960,Axis_Bluechip
11-12-2024,5580.14190,Axis_Bluechip
10-12-2024,5579.16510,Axis_Bluechip
09-12-2024,5578.25000,Axis_Bluechip
06-12-2024,5575.00970,Axis_Bluechip
05-12-2024,5573.60120,Axis_Bluechip
04-12-2024,5572.09270,Axis_Bluechip
03-12-2024,5570.89600,Axis_Bluechip
02-12-2024,5569.93050,Axis_Bluechip
29-11-2024,5566.48740,Axis_Bluechip
28-11-2024,5565.34310,Axis_Bluechip
27-11-2024,5564.36520,Axis_Bluechip
26-11-2024,5563.32510,Axis_Bluechip
25-11-2024,5562.25630,Axis_Bluechip
22-11-2024,5559.02820,Axis_Bluechip
21-11-2024,5557.98430,Axis_Bluechip
19-11-2024,5556.13050,Axis_Bluechip
18-11-2024,5555.06350,Axis_Bluechip
14-11-2024,5550.90970,Axis_Bluechip
13-11-2024,5549.76430,Axis_Bluechip
12-11-2024,5548.56220,Axis_Bluechip
11-11-2024,5547.53410,Axis_Bluechip
08-11-2024,5544.30480,Axis_Bluechip
07-11-2024,5543.23160,Axis_Bluechip
06-11-2024,5541.99000,Axis_Bluechip
05-11-2024,5540.87950,Axis_Bluechip
04-11-2024,5539.52140,Axis_Bluechip
31-10-2024,5535.04900,Axis_Bluechip
30-10-2024,5533.65490,Axis_Bluechip
29-10-2024,5532.59720,Axis_Bluechip
28-10-2024,5531.48540,Axis_Bluechip
25-10-2024,5528.42340,Axis_Bluechip
24-10-2024,5527.38840,Axis_Bluechip
23-10-2024,5526.20090,Axis_Bluechip
22-10-2024,5525.17760,Axis_Bluechip
21-10-2024,5524.16310,Axis_Bluechip
18-10-2024,5521.33300,Axis_Bluechip
17-10-2024,5520.25220,Axis_Bluechip
16-10-2024,5519.23750,Axis_Bluechip
15-10-2024,5518.17590,Axis_Bluechip
14-10-2024,5517.36120,Axis_Bluechip
11-10-2024,5514.39070,Axis_Bluechip
10-10-2024,5512.94680,Axis_Bluechip
09-10-2024,5511.84310,Axis_Bluechip
08-10-2024,5510.32080,Axis_Bluechip
07-10-2024,5509.29900,Axis_Bluechip
04-10-2024,5506.02510,Axis_Bluechip
03-10-2024,5504.52990,Axis_Bluechip
01-10-2024,5501.99060,Axis_Bluechip
30-09-2024,5500.70130,Axis_Bluechip
27-09-2024,5495.29360,Axis_Bluechip
26-09-2024,5493.85710,Axis_Bluechip
25-09-2024,5492.65500,Axis_Bluechip
24-09-2024,5491.70990,Axis_Bluechip
23-09-2024,5490.58920,Axis_Bluechip
20-09-2024,5487.33470,Axis_Bluechip
19-09-2024,5486.10190,Axis_Bluechip
17-09-2024,5483.79260,Axis_Bluechip
16-09-2024,5482.47360,Axis_Bluechip
13-09-2024,5479.34400,Axis_Bluechip
12-09-2024,5477.92220,Axis_Bluechip
11-09-2024,5477.03980,Axis_Bluechip
10-09-2024,5475.97560,Axis_Bluechip
09-09-2024,5475.05750,Axis_Bluechip
06-09-2024,5471.74310,Axis_Bluechip
05-09-2024,5470.91940,Axis_Bluechip
04-09-2024,5469.78710,Axis_Bluechip
03-09-2024,5468.81730,Axis_Bluechip
02-09-2024,5467.63460,Axis_Bluechip
30-08-2024,5464.44710,Axis_Bluechip
29-08-2024,5463.53240,Axis_Bluechip
28-08-2024,5462.76890,Axis_Bluechip
27-08-2024,5461.72920,Axis_Bluechip
26-08-2024,5461.09590,Axis_Bluechip
23-08-2024,5458.18000,Axis_Bluechip
22-08-2024,5457.10120,Axis_Bluechip
21-08-2024,5455.86250,Axis_Bluechip
20-08-2024,5454.35080,Axis_Bluechip
19-08-2024,5452.87820,Axis_Bluechip
16-08-2024,5449.58620,Axis_Bluechip
14-08-2024,5447.35700,Axis_Bluechip
13-08-2024,5446.29400,Axis_Bluechip
12-08-2024,5445.87830,Axis_Bluechip
09-08-2024,5442.93150,Axis_Bluechip
08-08-2024,5441.96410,Axis_Bluechip
07-08-2024,5441.03450,Axis_Bluechip
06-08-2024,5439.93490,Axis_Bluechip
05-08-2024,5439.06510,Axis_Bluechip
02-08-2024,5435.86840,Axis_Bluechip
01-08-2024,5434.85890,Axis_Bluechip
31-07-2024,5433.69330,Axis_Bluechip
30-07-2024,5432.77200,Axis_Bluechip
29-07-2024,5431.79040,Axis_Bluechip
26-07-2024,5428.59560,Axis_Bluechip
25-07-2024,5427.58730,Axis_Bluechip
24-07-2024,5426.63700,Axis_Bluechip
23-07-2024,5425.47580,Axis_Bluechip
22-07-2024,5424.17280,Axis_Bluechip
19-07-2024,5421.00410,Axis_Bluechip
18-07-2024,5419.90470,Axis_Bluechip
16-07-2024,5417.67510,Axis_Bluechip
15-07-2024,5416.67180,Axis_Bluechip
12-07-2024,5413.33530,Axis_Bluechip
11-07-2024,5412.40140,Axis_Bluechip
10-07-2024,5411.10360,Axis_Bluechip
09-07-2024,5410.04770,Axis_Bluechip
08-07-2024,5408.99720,Axis_Bluechip
05-07-2024,5405.99330,Axis_Bluechip
04-07-2024,5404.88620,Axis_Bluechip
03-07-2024,5403.68930,Axis_Bluechip
02-07-2024,5402.09650,Axis_Bluechip
01-07-2024,5399.84310,Axis_Bluechip
28-06-2024,5395.86310,Axis_Bluechip
27-06-2024,5393.74700,Axis_Bluechip
26-06-2024,5392.87020,Axis_Bluechip
25-06-2024,5392.28840,Axis_Bluechip
24-06-2024,5391.54510,Axis_Bluechip
21-06-2024,5388.54370,Axis_Bluechip
20-06-2024,5387.36670,Axis_Bluechip
19-06-2024,5386.00540,Axis_Bluechip
18-06-2024,5384.83410,Axis_Bluechip
14-06-2024,5380.55670,Axis_Bluechip
13-06-2024,5379.53880,Axis_Bluechip
12-06-2024,5378.42320,Axis_Bluechip
11-06-2024,5377.10070,Axis_Bluechip
10-06-2024,5375.53070,Axis_Bluechip
07-06-2024,5372.22910,Axis_Bluechip
06-06-2024,5371.21120,Axis_Bluechip
05-06-2024,5369.95550,Axis_Bluechip
04-06-2024,5369.03790,Axis_Bluechip
03-06-2024,5369.12090,Axis_Bluechip
31-05-2024,5365.80970,Axis_Bluechip
30-05-2024,5364.71370,Axis_Bluechip
29-05-2024,5363.29020,Axis_Bluechip
28-05-2024,5362.10420,Axis_Bluechip
27-05-2024,5361.43160,Axis_Bluechip
24-05-2024,5358.51470,Axis_Bluechip
22-05-2024,5356.36080,Axis_Bluechip
21-05-2024,5355.25020,Axis_Bluechip
17-05-2024,5350.41530,Axis_Bluechip
16-05-2024,5349.50380,Axis_Bluechip
15-05-2024,5348.71060,Axis_Bluechip
14-05-2024,5347.52200,Axis_Bluechip
13-05-2024,5346.02120,Axis_Bluechip
10-05-2024,5342.77240,Axis_Bluechip
09-05-2024,5342.34280,Axis_Bluechip
08-05-2024,5341.90870,Axis_Bluechip
07-05-2024,5341.04150,Axis_Bluechip
06-05-2024,5339.65400,Axis_Bluechip
03-05-2024,5336.15670,Axis_Bluechip
02-05-2024,5334.90280,Axis_Bluechip
30-04-2024,5332.53760,Axis_Bluechip
29-04-2024,5331.64990,Axis_Bluechip
26-04-2024,5329.71890,Axis_Bluechip
25-04-2024,5328.73840,Axis_Bluechip
24-04-2024,5328.15880,Axis_Bluechip
23-04-2024,5327.98600,Axis_Bluechip
22-04-2024,5326.30750,Axis_Bluechip
19-04-2024,5323.48800,Axis_Bluechip
18-04-2024,5322.95490,Axis_Bluechip
16-04-2024,5321.35840,Axis_Bluechip
15-04-2024,5320.24380,Axis_Bluechip
12-04-2024,5317.42470,Axis_Bluechip
10-04-2024,5315.00840,Axis_Bluechip
08-04-2024,5311.38560,Axis_Bluechip
05-04-2024,5308.56450,Axis_Bluechip
04-04-2024,5306.75550,Axis_Bluechip
03-04-2024,5304.78410,Axis_Bluechip
02-04-2024,5304.01120,Axis_Bluechip
31-03-2024,5300.03710,Axis_Bluechip
28-03-2024,5297.00870,Axis_Bluechip
27-03-2024,5290.47670,Axis_Bluechip
26-03-2024,5289.85110,Axis_Bluechip
22-03-2024,5286.46820,Axis_Bluechip
21-03-2024,5285.85350,Axis_Bluechip
20-03-2024,5284.60480,Axis_Bluechip
19-03-2024,5283.29860,Axis_Bluechip
18-03-2024,5282.18910,Axis_Bluechip
15-03-2024,5278.46090,Axis_Bluechip
14-03-2024,5277.49850,Axis_Bluechip
13-03-2024,5276.92950,Axis_Bluechip
12-03-2024,5275.54390,Axis_Bluechip
11-03-2024,5274.14980,Axis_Bluechip
07-03-2024,5269.81280,Axis_Bluechip
06-03-2024,5268.49470,Axis_Bluechip
05-03-2024,5266.87760,Axis_Bluechip
04-03-2024,5265.36380,Axis_Bluechip
01-03-2024,5261.59190,Axis_Bluechip
29-02-2024,5260.25100,Axis_Bluechip
28-02-2024,5259.10810,Axis_Bluechip
27-02-2024,5257.50080,Axis_Bluechip
26-02-2024,5256.60000,Axis_Bluechip
23-02-2024,5253.47120,Axis_Bluechip
22-02-2024,5252.41380,Axis_Bluechip
21-02-2024,5250.08550,Axis_Bluechip
20-02-2024,5248.63770,Axis_Bluechip
16-02-2024,5244.07610,Axis_Bluechip
15-02-2024,5242.62890,Axis_Bluechip
14-02-2024,5241.25550,Axis_Bluechip
13-02-2024,5240.03320,Axis_Bluechip
12-02-2024,5239.07240,Axis_Bluechip
09-02-2024,5236.11590,Axis_Bluechip
08-02-2024,5235.51750,Axis_Bluechip
07-02-2024,5234.39760,Axis_Bluechip
06-02-2024,5233.07020,Axis_Bluechip
05-02-2024,5232.05890,Axis_Bluechip
02-02-2024,5228.98700,Axis_Bluechip
01-02-2024,5227.84260,Axis_Bluechip
31-01-2024,5226.69580,Axis_Bluechip
30-01-2024,5225.64730,Axis_Bluechip
29-01-2024,5224.72270,Axis_Bluechip
25-01-2024,5220.48060,Axis_Bluechip
24-01-2024,5219.44930,Axis_Bluechip
23-01-2024,5218.89640,Axis_Bluechip
19-01-2024,5215.48280,Axis_Bluechip
18-01-2024,5214.48320,Axis_Bluechip
17-01-2024,5213.67680,Axis_Bluechip
16-01-2024,5212.64480,Axis_Bluechip
15-01-2024,5211.89960,Axis_Bluechip
12-01-2024,5208.73350,Axis_Bluechip
11-01-2024,5207.60810,Axis_Bluechip
10-01-2024,5206.63080,Axis_Bluechip
09-01-2024,5205.59330,Axis_Bluechip
08-01-2024,5204.44000,Axis_Bluechip
05-01-2024,5201.39860,Axis_Bluechip
04-01-2024,5200.31980,Axis_Bluechip
03-01-2024,5199.34730,Axis_Bluechip
02-01-2024,5198.23700,Axis_Bluechip
01-01-2024,5197.21060,Axis_Bluechip
29-12-2023,5193.57660,Axis_Bluechip
28-12-2023,5191.48520,Axis_Bluechip
27-12-2023,5190.18560,Axis_Bluechip
26-12-2023,5189.37860,Axis_Bluechip
22-12-2023,5185.13210,Axis_Bluechip
21-12-2023,5184.30510,Axis_Bluechip
20-12-2023,5183.17920,Axis_Bluechip
19-12-2023,5182.06730,Axis_Bluechip
18-12-2023,5180.89390,Axis_Bluechip
15-12-2023,5178.09310,Axis_Bluechip
14-12-2023,5177.15240,Axis_Bluechip
